deployment_id,customer_id,status,vm_provider,provider_vm_id,hostname,flapjack_url,created_at,tenant_id,tenant_vm_id,inventory_vm_id,inventory_status,inventory_updated_at
1b92f627-7121-41f0-844b-4c274a9ccd0c,8dee9ced-995c-4970-b309-5cafcb31dfd9,provisioning,aws,40e561d7-93f9-442c-8f06-306cbabf1eee,vm-shared-8579b158.flapjack.foo,http://vm-shared-8579b158.flapjack.foo:7700,2026-05-18 04:57:52.015308+00,,,40e561d7-93f9-442c-8f06-306cbabf1eee,active,2026-05-18 04:57:51.964053+00
6be49691-a8cc-4a02-89b3-ebcdafc1ec35,297aac00-53c5-4ccc-bb48-530a6dbf9270,provisioning,aws,102393d3-a406-4368-ac34-e042966d0308,vm-shared-f7a712ea.flapjack.foo,http://vm-shared-f7a712ea.flapjack.foo:7700,2026-05-19 03:42:49.881228+00,,,102393d3-a406-4368-ac34-e042966d0308,active,2026-05-19 03:42:49.841632+00
f933961b-3258-4e2a-a9b0-966f4cc19a29,337124a1-4929-4ad0-a86d-8c05e7a589a5,provisioning,aws,85ffc3fc-6df3-44e3-b5f1-564a5a420679,vm-shared-f338a857.flapjack.foo,http://vm-shared-f338a857.flapjack.foo:7700,2026-05-19 03:44:42.267245+00,,,85ffc3fc-6df3-44e3-b5f1-564a5a420679,active,2026-05-19 03:44:42.219061+00
c83d7849-26e4-4d1c-88b1-6251401467e6,c24d1c79-730f-440d-b3a5-492d82aacc27,provisioning,aws,ede0a5ac-dd52-4cc3-bbfd-506019016337,vm-shared-d81c0965.flapjack.foo,http://vm-shared-d81c0965.flapjack.foo:7700,2026-05-19 03:53:33.918684+00,,,ede0a5ac-dd52-4cc3-bbfd-506019016337,active,2026-05-19 03:53:33.872698+00
bf20ccc5-62c1-4d1d-9121-950a896b8cea,007b3d20-7089-409b-b316-daae2db6d51a,provisioning,aws,99e36c1e-da1f-47d5-bbd6-8b4e9ee07f93,vm-shared-b322e2c3.flapjack.foo,http://vm-shared-b322e2c3.flapjack.foo:7700,2026-05-19 04:25:31.244412+00,,,99e36c1e-da1f-47d5-bbd6-8b4e9ee07f93,active,2026-05-19 04:25:31.19868+00
1a89bc35-5112-4d3e-966c-2b9fe1ee40c2,30ac6c8c-1e4a-4bcf-b071-482137b1feae,provisioning,aws,38bd7b9e-d28f-4a93-95a7-e29d235c6631,vm-shared-e15ebff6.flapjack.foo,http://vm-shared-e15ebff6.flapjack.foo:7700,2026-05-19 04:30:00.129787+00,,,38bd7b9e-d28f-4a93-95a7-e29d235c6631,active,2026-05-19 04:30:00.078626+00
b5e8c804-3b9c-4402-b0ae-16e74acbf230,0a186310-d4ff-4591-b9ee-963c07d2b6c9,provisioning,aws,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,vm-shared-1f4d5f46.flapjack.foo,http://vm-shared-1f4d5f46.flapjack.foo:7700,2026-05-19 04:40:45.407331+00,,,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,active,2026-05-19 04:40:45.361796+00
68edbcd8-519d-4eca-b5e9-bc55499a0828,53975f9e-aa25-462c-84bd-325a931fe3e4,provisioning,aws,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,vm-shared-1f4d5f46.flapjack.foo,http://vm-shared-1f4d5f46.flapjack.foo:7700,2026-05-20 21:02:19.000495+00,,,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,active,2026-05-19 04:40:45.361796+00
3a25e727-2dbc-4a74-b1b6-5fbe9467f934,53975f9e-aa25-462c-84bd-325a931fe3e4,provisioning,aws,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,vm-shared-1f4d5f46.flapjack.foo,http://vm-shared-1f4d5f46.flapjack.foo:7700,2026-05-20 21:02:31.201769+00,,,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,active,2026-05-19 04:40:45.361796+00
be2d14ad-368d-4f0c-8196-2b1de67e8761,53975f9e-aa25-462c-84bd-325a931fe3e4,provisioning,aws,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,vm-shared-1f4d5f46.flapjack.foo,http://vm-shared-1f4d5f46.flapjack.foo:7700,2026-05-20 21:02:43.377104+00,,,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,active,2026-05-19 04:40:45.361796+00
59cb2a08-4033-45b4-9ad0-d27859f18e39,a115946d-e0e1-4d4c-b5ff-4e5347b8b3d1,provisioning,aws,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,vm-shared-1f4d5f46.flapjack.foo,http://vm-shared-1f4d5f46.flapjack.foo:7700,2026-05-20 21:14:47.824521+00,,,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,active,2026-05-19 04:40:45.361796+00
b00e901f-fb6b-4378-895d-ef989c68ffc9,a115946d-e0e1-4d4c-b5ff-4e5347b8b3d1,provisioning,aws,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,vm-shared-1f4d5f46.flapjack.foo,http://vm-shared-1f4d5f46.flapjack.foo:7700,2026-05-20 21:15:00.130823+00,,,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,active,2026-05-19 04:40:45.361796+00
1258301c-6d41-4647-b79e-06f68c4b754e,a115946d-e0e1-4d4c-b5ff-4e5347b8b3d1,provisioning,aws,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,vm-shared-1f4d5f46.flapjack.foo,http://vm-shared-1f4d5f46.flapjack.foo:7700,2026-05-20 21:15:12.315883+00,,,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,active,2026-05-19 04:40:45.361796+00
608d311c-d905-41c2-a013-c12b1ccd13bd,93b8bf62-4d16-468f-9f24-415c9f5bfae1,provisioning,aws,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,vm-shared-1f4d5f46.flapjack.foo,http://vm-shared-1f4d5f46.flapjack.foo:7700,2026-05-20 21:57:39.7345+00,,,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,active,2026-05-19 04:40:45.361796+00
9920d407-ec8a-49ba-a8a3-09f04a3cc30e,93b8bf62-4d16-468f-9f24-415c9f5bfae1,provisioning,aws,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,vm-shared-1f4d5f46.flapjack.foo,http://vm-shared-1f4d5f46.flapjack.foo:7700,2026-05-20 21:57:51.92948+00,,,95c7d012-9f3c-4d90-98f0-51a0b3e1c05a,active,2026-05-19 04:40:45.361796+00
75dd1545-eaac-4ee9-85ca-3197f24af3e3,c41fcbf2-f996-4f88-a9fa-787b13017d3e,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 01:21:12.253013+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
5be158ba-fcaa-4fa3-8aa3-553301fc02c9,c41fcbf2-f996-4f88-a9fa-787b13017d3e,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 01:21:14.459777+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
f53dcdb3-2cad-4ea5-88f4-6cb2a5f78c76,c41fcbf2-f996-4f88-a9fa-787b13017d3e,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 01:21:16.627163+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
6dbcf83e-31ea-4b1b-9fb5-946a5e2a666f,1905a6e2-f515-4b5f-85ba-5b72e8346c86,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 02:33:43.857114+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
ae64a7c0-a731-487a-89bf-60f9c338cc45,1905a6e2-f515-4b5f-85ba-5b72e8346c86,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 02:33:46.058231+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
27641bd4-a5a3-44b5-b76c-016a123c4bc3,1905a6e2-f515-4b5f-85ba-5b72e8346c86,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 02:33:48.237362+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
cdd5ec70-3fc1-47f6-b7f7-abab15c2573d,354dd36f-4bb1-48cf-8414-6e3fc35e10e9,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 02:47:00.333132+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
db80e3cd-88e0-4814-b6b9-27b3694d8b7c,354dd36f-4bb1-48cf-8414-6e3fc35e10e9,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 02:47:02.525678+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
082498f1-34f6-4874-97bb-f62392918c7b,354dd36f-4bb1-48cf-8414-6e3fc35e10e9,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 02:47:04.698028+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
6e40d851-a7e0-4846-ab42-bb2690d51a7a,ca502714-1462-4632-9767-96d3d63b129d,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 03:52:35.291795+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
9465fa01-3338-4ee6-a1aa-c7d501170627,accc8ee6-c5bf-480f-be71-819bd699d215,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 03:52:53.302283+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
0db4c971-1839-4fd9-8cf8-d0ebae5483bd,b75b90cd-1880-44be-9e44-e336502b6248,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 03:54:57.67922+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
0a971cd6-81f3-4f47-9f55-4506d678d501,372805f5-6957-4a5b-9e54-972bcbf1538f,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:06:36.811217+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
44a67578-e7ed-4755-830f-c8c300ae4b9e,295ced0d-e0dc-4d51-92ca-1c6d9467818f,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:07:48.368558+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
de599311-4fd6-4fa7-a8ee-90c61b9e1ba7,64a32105-6db2-448b-b8e3-bf7d521cabf2,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:25:23.852601+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
2a5665ad-e8d7-43bb-b713-4d1488e0afdf,3950967f-3285-430a-8772-cfe017993224,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:26:09.190488+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
07cb57a6-372d-40b8-aa5a-85a4ae0e98ac,63dbaeee-c081-4686-a4fe-9b1ecfa43fe7,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:27:27.173589+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
eb10ca31-7baa-48fd-95a2-b4b0209d182d,2b56a8e3-6566-4997-a343-845491b2a7e4,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:29:47.222101+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
4a4709f1-1997-4fe9-ac14-b00b16f07f52,71003621-0ca2-41b3-b890-1d6101623aad,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:41:04.719216+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
0777dc2f-0cf6-4394-affc-fc0d0635acbb,7d3b4270-49f1-4563-9e0b-5186a057f80e,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:41:47.767507+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
37b2d551-2b78-45fe-a04d-a7207367b8e9,6403db5b-22c9-4354-af57-2ac5e7f0f77e,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:42:25.939954+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
650e9b8b-ce4a-44b4-afa0-b420bb21a68d,743b622d-5a1e-4e3d-9844-5e0b32fa9896,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:42:37.842975+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
7b0ca778-e7ee-4260-b2fd-466eff6ca94f,b718308d-3860-4941-91f1-19b87a9bf749,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 04:51:52.787634+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
ef76120f-849e-4428-8cd1-df07fbf640d3,30191aa5-5378-4ac7-93c9-06c8b4e906c7,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 05:03:23.827033+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
0ae0283a-0be5-4816-89e6-3e895aa16573,0a109ca4-a1a0-4ae6-8930-d786782b5fe8,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 05:04:40.340104+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
fd96d792-0ca2-408c-899b-13a33d9c9656,0741b023-f506-46d0-9b56-e50b30bf6788,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 05:26:08.725346+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
a524c987-2706-4617-be04-9e98969c8e19,36175a00-1cf3-417f-b6f8-c551913afa66,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 05:27:30.86568+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
2e3ae5df-3e6b-467c-8213-8254a819400e,5141e6e0-02be-4b48-a915-d95725827af2,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 05:29:32.63971+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
1063feb6-c8cf-4205-ab73-8145368535a2,2b20480d-ebb1-4651-b09b-e21c589a692f,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 05:41:09.113715+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
a0f9481c-9f91-43b0-93eb-2d33d99d9b97,3cd6accf-57f1-402e-9903-6d64bca43f37,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 05:42:26.270789+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
0208e6b2-411e-4065-a8cb-1e4f72e37456,924dafbd-763d-4ffb-bc97-fef34b14b1c1,provisioning,aws,84f62708-e895-4fd9-a4c6-21f01d811b36,vm-shared-480b5169.flapjack.foo,http://vm-shared-480b5169.flapjack.foo:7700,2026-05-21 06:26:06.751017+00,,,84f62708-e895-4fd9-a4c6-21f01d811b36,active,2026-05-21 00:52:05.491125+00
